,HS부호,한글품목명,영문품목명,중량단위코드
1182,908310000,부수지도 잘게 부수지도 않은 것,Neither crushed nor ground,KG
1183,908320000,부수거나 잘게 부순 것,Crushed or ground,KG
1184,909210000,부수지도 잘게 부수지도 않은 것,Neither crushed nor ground,KG
1185,909220000,부수거나 잘게 부순 것,Crushed or ground,KG
1186,909310000,부수지도 잘게 부수지도 않은 것,Neither crushed nor ground,KG
1187,909320000,부수거나 잘게 부순 것,Crushed or ground,KG
1188,909611000,아니스(anise)나 대회향(大茴香)의 씨,Seeds of anise or badian,KG
1189,909612000,캐러웨이(caraway)의 씨,Seeds of caraway,KG
1190,909613000,회향(茴香)의 씨와 주니퍼(juniper)의 열매,Seeds of fennel and juniper berries,KG
1191,909621000,아니스(anise)나 대회향(大茴香)의 씨,Seeds of anise or badian,KG
1192,909622000,캐러웨이(caraway)의 씨,Seeds of caraway,KG
1193,909623000,회향(茴香)의 씨와 주니퍼(juniper)의 열매,Seeds of fennel and juniper berries,KG
1194,910111000,신선한 것이나 냉장한 것,Fresh or chilled,KG
1195,910112000,건조한 것,Dried,KG
1196,910119000,기타,Other,KG
1197,910121000,신선한 것이나 냉장한 것,Fresh or chilled,KG
1198,910122000,건조한 것,Dried,KG
1199,910129000,기타,Other,KG
1200,910200000,사프란(saffron),Saffron,KG
1201,910300000,심황[강황(薑黃)],Turmeric (curcuma),KG
1202,910911000,카레,Curry,KG
1203,910919000,기타,Other,KG
1204,910991000,타임과 월계수의 잎,Thyme; bay leaves,KG
1205,910999000,기타,Other,KG
1206,1001110000,종자,Seed,KG
1207,1001190000,기타,Other,KG
1208,1001911000,메슬린(meslin),Meslin,KG
1209,1001919000,기타,Other,KG
1210,10019910,사료용,For feeding,
1211,1001991010,메슬린(meslin),Meslin,KG
1212,1001991090,기타,Other,KG
1213,10019920,제분용,For milling,
1214,1001992010,메슬린(meslin),Meslin,KG
1215,1001992090,기타,Other,KG
1216,10019990,기타,Other,
1217,1001999010,메슬린(meslin),Meslin,KG
1218,1001999090,기타,Other,KG
1219,1002100000,종자,Seed,KG
1220,1002900000,기타,Other,KG
1221,1003101000,맥주보리,Malting barley,KG
1222,1003102000,겉보리,Unhulled barley,KG
1223,1003103000,쌀보리,Naked barley,KG
1224,1003109000,기타,Other,KG
1225,1003901000,맥주보리,Malting barley,KG
1226,1003902000,겉보리,Unhulled barley,KG
1227,1003903000,쌀보리,Naked barley,KG
1228,1003909000,기타,Other,KG
1229,1004100000,종자,Seed,KG
1230,1004900000,기타,Other,KG
1231,1005100000,종자용,For seed,KG
1232,1005901000,사료용,For feeding,KG
1233,1005902000,팝콘용,For popcorn,KG
1234,1005909000,기타,Other,KG
1235,1006100000,벼,Rice in the husk (paddy or rough),KG
1236,1006201000,메현미,Nonglutinous,KG
1237,1006202000,찰현미,Glutinous,KG
1238,1006301000,멥쌀,Nonglutinous,KG
1239,1006302000,찹쌀,Glutinous,KG
1240,1006400000,쇄미(broken rice),Broken rice,KG
1241,1007100000,종자,Seed,KG
1242,1007900000,기타,Other,KG
1243,1008100000,메밀,Buckwheat,KG
1244,1008211000,조,Foxtail millet (Setalia italica),KG
1245,1008219000,기타,Other,KG
1246,1008291000,조,Foxtail millet (Setalia italica),KG
1247,1008299000,기타,Other,KG
1248,1008300000,카나리시드(canary seed),Canary seeds,KG
1249,1008400000,포니오(Fonio)[디지타리아(Digitaria)속],Fonio (Digitaria spp.),KG
1250,1008500000,퀴노아(quinoa)[체노포디움 퀴노아(Chenopodium quinoa)],Quinoa (Chenopodium quinoa),KG
1251,1008600000,라이밀(triticale),Triticale,KG
1252,1008900000,그 밖의 곡물,Other cereals,KG
1253,1101001000,밀가루,Of wheat,KG
1254,1101002000,메슬린(meslin) 가루,Of meslin,KG
1255,1102200000,옥수수가루,Maize (corn) flour,KG
1256,1102901000,보릿가루,Barley flour,KG
1257,1102902000,쌀가루,Rice flour,KG
1258,1102903000,호밀가루,Rye flour,KG
1259,1102909000,기타,Other,KG
1260,1103110000,밀로 만든 것,Of wheat,KG
1261,1103130000,옥수수로 만든 것,Of maize (corn),KG
1262,1103191000,보리로 만든 것,Of barley,KG
1263,1103192000,귀리로 만든 것,Of oats,KG
1264,1103193000,쌀로 만든 것,Of rice,KG
1265,1103199000,기타,Other,KG
1266,1103201000,밀로 만든 것,Of wheat,KG
1267,1103202000,쌀로 만든 것,Of rice,KG
1268,1103203000,보리로 만든 것,Of barley,KG
1269,1103209000,기타,Other,KG
1270,1104120000,귀리로 만든 것,Of oats,KG
1271,1104191000,쌀로 만든 것,Of rice,KG
1272,1104192000,보리로 만든 것,Of barley,KG
1273,1104199000,기타,Other,KG
1274,1104220000,귀리로 만든 것,Of oats,KG
1275,1104230000,옥수수로 만든 것,Of maize (corn),KG
1276,1104291000,율무로 만든 것,Of coicis semen,KG
1277,1104292000,보리로 만든 것,Of barley,KG
1278,1104299000,기타,Other,KG
1279,1104301000,쌀로 만든 것,Of rice,KG
1280,1104309000,기타,Other,KG
1281,1105100000,고운 가루ㆍ거친 가루ㆍ가루,"Flour, meal and powder",KG
1282,1105200000,플레이크(flake)ㆍ알갱이ㆍ펠릿(pellet),"Flakes, granules and pellets",KG
1283,1106100000,건조한 채두류(菜豆類)의 것(제0713호의 것으로 한정한다),Of the dried leguminous vegetables of heading 07.13,KG
1284,1106201000,칡뿌리의 것,Of arrow roots,KG
1285,1106209000,기타,Other,KG
1286,1106300000,제8류 물품의 것,Of the products of Chapter 8,KG
1287,1107100000,볶지 않은 것,Not roasted,KG
1288,1107201000,훈연(燻煙)한 것,Smoked,KG
1289,1107209000,기타,Other,KG
1290,1108110000,밀로 만든 것,Wheat starch,KG
1291,1108121000,식품용,For food,KG
1292,1108129000,기타,Other,KG
1293,1108130000,감자로 만든 것,Potato starch,KG
1294,1108141000,식품용,For food,KG
1295,1108149000,기타,Other,KG
1296,1108191000,고구마로 만든 것,Of sweet potato,KG
1297,1108199000,기타,Other,KG
1298,1108200000,이눌린(inulin),Inulin,KG
1299,1109000000,밀의 글루텐(gluten)(건조했는지에 상관없다),"Wheat gluten, whether or not dried.",KG
1300,1201101000,콩나물용,For bean sprouts,KG
1301,1201109000,기타,Other,KG
1302,1201901000,채유용과 탈지대두박(脫脂大豆粕)용,For soya beans oil and oil cake,KG
1303,1201902000,사료용,For feeding,KG
1304,1201903000,콩나물용,For bean sprouts,KG
1305,1201909000,기타,Other,KG
1306,1202301000,꼬투리를 벗기지 않은 것,In shell,KG
1307,1202302000,꼬투리를 벗긴 것(부수었는지에 상관없다),"Shelled, whether or not broken",KG
1308,1202410000,꼬투리를 벗기지 않은 것,In shell,KG
1309,1202420000,꼬투리를 벗긴 것(부수었는지에 상관없다),"Shelled, whether or not broken",KG
1310,1203000000,코프라(copra),Copra.,KG
1311,1204000000,아마씨(부수었는지에 상관없다),"Linseed, whether or not broken.",KG
1312,1205101000,사료작물 재배용 종자,Seeds for fodder planting,KG
1313,1205109000,기타,Other,KG
1314,1205901000,사료작물 재배용 종자,Seeds for fodder planting,KG
1315,1205909000,기타,Other,KG
1316,1206000000,해바라기씨(부수었는지에 상관없다),"Sunflower seeds, whether or not broken.",KG
1317,1207100000,팜너트(palm nut)와 핵(核),Palm nuts and kernels,KG
1318,1207210000,종자,Seed,KG
1319,1207291000,사료용,For feeding,KG
1320,1207299000,기타,Other,KG
1321,1207300000,피마자,Castor oil seeds,KG
1322,1207400000,참깨,Sesamum seeds,KG
1323,1207500000,겨자씨,Mustard seeds,KG
1324,1207600000,잇꽃[카르타무스 틴크토리우스(Carthamus tinctorius)] 종자,Safflower (Carthamus tinctorius) seeds,KG
1325,1207700000,멜론 종자,Melon seeds,KG
1326,1207910000,양귀비씨,Poppy seeds,KG
1327,1207991000,들깨,Perilla seeds,KG
1328,1207992000,시어너트(shea nut)[캐리트너트(karite nut)],Shea nuts (Karite nuts),KG
1329,1207999000,기타,Other,KG
1330,1208100000,대두로 만든 것,Of soya beans,KG
1331,1208901000,고추ㆍ단고추류(Capsicum annuum)의 종자,Seeds of chili peppers or sweet peppers (Capsicum annuum),KG
1332,1208909000,기타,Other,KG
1333,1209100000,사탕무 종자,Sugar beet seeds,KG
1334,1209210000,루우산(lucerne)(알팔파) 종자,Lucerne(alfalfa) seeds,KG
1335,1209220000,클로버(clover)[트리폴리엄(Trifolium)속] 종자,Clover (Trifolium spp.) seeds,KG
1336,1209230000,페스큐(fescue) 종자,Fescue seeds,KG
1337,1209240000,켄터키블루그래스(kentucky blue grass)[포아프래텐시스 엘(Poa pratensis L.)] 종자,Kentucky blue grass (Poa pratensis L.) seeds,KG
1338,1209250000,라이그래스(rye grass) 종자[로리엄 멀티플로럼 램(Lolium multiflorum Lam)ㆍ로리엄 페레네 엘(Lolium perenne L.)],"Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds",KG
1339,1209291000,루핀(lupine) 종자,Lupine seed,KG
1340,1209292000,수단그래스(Sudan grass) 종자,Sudan grass seed,KG
1341,1209293000,오차드그래스(orchard grass) 종자,Orchard grass seeds,KG
1342,1209294000,티모디그래스(timothy grass) 종자,Timothy grass seed,KG
1343,1209299000,기타,Other,KG
1344,1209300000,화초용 초본(草本)식물의 종자,Seeds of herbaceous plants cultivated principally for their flowers,KG
1345,12099110,파속 채소의 종자,Alliaceous vegetable seeds,
1346,1209911010,양파 종자,Onion seeds,KG
1347,1209911090,기타,Other,KG
1348,1209912000,무 종자,Radish seeds,KG
1349,1209913000,고추ㆍ단고추류(Capsicum annuum)의 종자,Seeds of chili peppers or sweet peppers (Capsicum annuum),KG
1350,1209914000,양배추 종자,Cabbage seeds,KG
1351,1209915000,토마토 종자,Tomato seeds,KG
1352,1209919000,기타,Other,KG
1353,12099910,삼림수의 종자,Seeds of forest trees,
1354,1209991010,참나무,Seeds of oak,KG
1355,1209991090,기타,Other,KG
1356,1209992000,과수목의 종자,Seeds of fruit trees,KG
1357,1209993000,담배 종자,Tobacco seed,KG
1358,1209994000,잔디 종자,Lawn seed,KG
1359,1209999000,기타,Other,KG
1360,1210100000,홉(hop)[잘게 부순 것ㆍ가루 모양ㆍ펠릿(pellet) 모양은 제외한다],"Hop cones, neither ground nor powdered nor in the form of pellets",KG
1361,1210201000,홉(hop),Hop cones,KG
1362,1210202000,루플린(lupulin),Lupulin,KG
1363,1211201,인삼 뿌리(신선ㆍ냉장하거나 건조한 것),"Ginseng root, fresh, chilled or dried",
1364,12112011,수삼,Raw ginseng,
1365,1211201110,산양삼(山養蔘),Wild-simulated ginseng,KG
1366,1211201120,새싹삼,Ginseng sprout,KG
1367,1211201190,기타,Other,KG
1368,12112012,백삼,White ginseng,
1369,121120121,산양삼(山養蔘),Wild-simulated ginseng,
1370,1211201211,본삼,Major roots,KG
1371,1211201219,기타,Other,KG
1372,121120129,기타,Other,
1373,1211201291,본삼,Major roots,KG
1374,1211201299,기타,Other,KG
1375,12112013,홍삼,Red ginseng,
1376,121120131,산양삼(山養蔘),Wild-simulated ginseng,
1377,1211201311,본삼,Major roots,KG
1378,1211201319,기타,Other,KG
1379,121120139,기타,Other,
1380,1211201391,본삼,Major roots,KG
1381,1211201399,기타,Other,KG
1382,1211202,인삼 가루(신선ㆍ 냉장하거나 건조한 것),"Ginseng powder, fresh, chilled or dried",
1383,12112021,백삼으로 만든 것,Of white ginseng,
1384,1211202110,가루,Powder,KG
1385,1211202120,태블릿이나 캡슐,Tablet or capsule,KG
1386,1211202190,기타,Other,KG
1387,12112022,홍삼으로 만든 것,Of red ginseng,
1388,1211202210,가루,Powder,KG
1389,1211202220,태블릿이나 캡슐,Tablet or capsule,KG
1390,1211202290,기타,Other,KG
1391,1211203,인삼잎과 줄기ㆍ종자(신선ㆍ 냉장하거나 건조한 것),"Leaves and stems of ginseng, Ginseng seed, fresh, chilled or dried",
1392,1211203100,인삼잎과 줄기,Leaves and stems of ginseng,KG
1393,1211203200,종자,Ginseng seed,KG
1394,1211209,기타,Other,
1395,1211209300,신선ㆍ냉장하거나 건조한 것,"Fresh, chilled or dried",KG
1396,1211209900,기타,Other,KG
1397,1211301000,신선ㆍ냉장하거나 건조한 것,"Fresh, chilled or dried",KG
1398,1211309000,기타,Other,KG
1399,1211401000,신선ㆍ냉장하거나 건조한 것,"Fresh, chilled or dried",KG
1400,1211409000,기타,Other,KG
1401,1211501000,신선ㆍ냉장하거나 건조한 것,"Fresh, chilled or dried",KG
1402,1211509000,기타,Other,KG
1403,1211601000,신선ㆍ냉장하거나 건조한 것,"Fresh, chilled or dried",KG
1404,1211609000,기타,Other,KG
1405,1211901,신선ㆍ냉장하거나 건조한 것,"Fresh, chilled or dried",
1406,1211901100,부자(附子),Aconiti tuber,KG
1407,1211901200,황련(黃連),Coptidis rhizoma,KG
1408,1211901300,원지(遠志),Polygalae radix,KG
1409,1211901400,패모(貝母),Fritillariae roylei bulbus,KG
1410,1211901500,두충(杜沖),Eucommiae cortex,KG
1411,1211901600,감초,Liquorice roots,KG
1412,1211901700,사인(砂仁),Amomi semen,KG
1413,1211901800,산조인(酸棗仁),Zizyphi semen,KG
1414,12119019,기타,Other,
1415,1211901910,용안육(龍眼肉),Longanae arillus,KG
1416,1211901920,산사자(山査子),Crataegi fructus,KG
1417,1211901930,연자육(蓮子肉),Nelumbo semen,KG
1418,1211901940,박하,Pepper mint,KG
1419,1211901950,초피(椒皮),Japanese pepper,KG
1420,1211901960,건조한 도라지,Dried roots of balloon flower (Platycodon grandiflorum),KG
1421,1211901970,구기자,Barbary wolfberry fruit (Lycium chinese Mill),KG
1422,1211901980,오미자,Chinese magnolia fruit (Schisandra chinensis Baill) ,KG
1423,121190199,기타,Other,
1424,1211901991,사군자(使君子),Quisqualis fructus,KG
1425,1211901992,백수오,Wilford's swallow-wort,KG
1426,1211901993,하수오,Polygoni Multiflori Radix,KG
1427,1211901999,기타,Other,KG
1428,12119090,기타,Other,
1429,1211909010,식용에 적합한 것,Edible,KG
1430,1211909090,기타,Other,KG
1431,12122110,김,Laver,
1432,1212211010,건조한 것,Dried,KG
1433,1212211020,냉장한 것,Chilled,KG
1434,1212211030,냉동한 것,Frozen,KG
1435,1212211090,기타,Other,KG
1436,12122120,미역,Sea mustard (Undaria pinnatifida),
1437,1212212010,건조한 것,Dried,KG
1438,1212212020,염장한 것,Salted,KG
1439,1212212030,냉장한 것,Chilled,KG
1440,1212212040,냉동한 것,Frozen,KG
1441,1212212090,기타,Other,KG
1442,12122130,톳,Sea-weed fusiforme (Hizikia fusiforme),
1443,1212213010,건조한 것,Dried,KG
1444,1212213020,냉장한 것,Chilled,KG
1445,1212213030,냉동한 것,Frozen,KG
1446,1212213090,기타,Other,KG
1447,12122140,파래,Green laver,
1448,1212214010,신선한 것,Fresh,KG
1449,1212214020,냉장한 것,Chilled,KG
1450,1212214030,냉동한 것,Frozen,KG
1451,1212214090,기타,Other,KG
1452,12122150,다시마,Sea tangle (Laminaria Japonica),
1453,1212215010,염장한 것,Salted,KG
1454,1212215020,냉장한 것,Chilled,KG
1455,1212215030,냉동한 것,Frozen,KG
1456,1212215090,기타,Other,KG
1457,12122160,우뭇가사리,Agar-agar (Gelidium amansii),
1458,1212216010,냉동한 것,Frozen,KG
1459,1212216090,기타,Other,KG
1460,12122170,"돌가사리, 뜬세모가사리와 불등가사리","Tenella, moulded tenax and furcata",
1461,121221701,돌가사리,Tenella,
1462,1212217011,냉동한 것,Frozen,KG
1463,1212217019,기타,Other,KG
1464,121221702,뜬세모가사리,Moulded tenax,
1465,1212217021,냉동한 것,Frozen,KG
1466,1212217029,기타,Other,KG
1467,121221703,불등가사리,Furcata,
1468,1212217031,냉동한 것,Frozen,KG
1469,1212217039,기타,Other,KG
1470,12122180,"도박, 진두발과 말","Typicus, Irish-moss and kelp meal",
1471,121221801,도박,Typicus,
1472,1212218011,냉동한 것,Frozen,KG
1473,1212218019,기타,Other,KG
1474,121221802,진두발,Irish-moss,
1475,1212218021,냉동한 것,Frozen,KG
1476,1212218029,기타,Other,KG
1477,121221803,말,Kelp meal,
1478,1212218031,냉동한 것,Frozen,KG
1479,1212218039,기타,Other,KG
1480,12122190,기타,Other,
1481,121221901,코토니과 스피노잠,Cottonni and spinosum,
1482,1212219011,냉동한 것,Frozen,KG
1483,1212219019,기타,Other,KG
1484,121221909,기타,Other,
1485,1212219091,냉동한 것,Frozen,KG
1486,1212219099,기타,Other,KG
1487,12122910,김,Laver,
1488,1212291010,냉동한 것,Frozen,KG
1489,1212291090,기타,Other,KG
1490,12122920,미역,Sea mustard (Undaria pinnatifida),
1491,1212292010,냉동한 것,Frozen,KG
1492,1212292090,기타,Other,KG
1493,12122930,톳,Sea-weed fusiforme (Hizikia fusiforme),
1494,1212293010,냉동한 것,Frozen,KG
1495,1212293090,기타,Other,KG
1496,12122940,파래,Green laver,
1497,1212294010,냉동한 것,Frozen,KG
1498,1212294090,기타,Other,KG
1499,12122950,다시마,Sea tangle (Laminaria Japonica),
1500,1212295010,냉동한 것,Frozen,KG
1501,1212295090,기타,Other,KG
1502,12122960,우뭇가사리,Agar-agar (Gelidium amansii),
1503,1212296010,냉동한 것,Frozen,KG
1504,1212296090,기타,Other,KG
1505,12122970,"돌가사리, 뜬세모가사리와 불등가사리","Tenella, moulded tenax and furcata",
1506,121229701,돌가사리,Tenella,
1507,1212297011,냉동한 것,Frozen,KG
1508,1212297019,기타,Other,KG
1509,121229702,뜬세모가사리,Moulded tenax,
1510,1212297021,냉동한 것,Frozen,KG
1511,1212297029,기타,Other,KG
1512,121229703,불등가사리,Furcata,
1513,1212297031,냉동한 것,Frozen,KG
1514,1212297039,기타,Other,KG
1515,12122980,"도박, 진두발과 말","Typicus, Irish-moss and kelp meal",
1516,121229801,도박,Typicus,
1517,1212298011,냉동한 것,Frozen,KG
1518,1212298019,기타,Other,KG
1519,121229802,진두발,Irish-moss,
1520,1212298021,냉동한 것,Frozen,KG
1521,1212298029,기타,Other,KG
1522,121229803,말,Kelp meal,
1523,1212298031,냉동한 것,Frozen,KG
1524,1212298039,기타,Other,KG
1525,12122990,기타,Other,
1526,121229901,코토니와 스피노잠,Cottonni and spinosum,
1527,1212299011,냉동한 것,Frozen,KG
1528,1212299019,기타,Other,KG
1529,121229909,기타,Other,
1530,1212299091,냉동한 것,Frozen,KG
1531,1212299099,기타,Other,KG
1532,1212910000,사탕무,Sugar beet,KG
1533,1212920000,로커스트콩(locust bean)(캐롭),Locust beans(carob),KG
1534,1212930000,사탕수수,Sugar cane,KG
1535,1212940000,치커리(chicory) 뿌리,Chicory roots,KG
1536,1212992000,곤약,Konjac,KG
1537,1212993000,꽃가루,Pollen,KG
1538,1212996000,살구ㆍ복숭아[넥터린(nectarine)을 포함한다]ㆍ자두의 핵(核),"Apricot, peach (including nectarine) or plum stones and kernels ",KG
1539,1212999000,기타,Other,KG
1540,1213000000,"곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다]","Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets.",KG
1541,1214101000,사료용,For feeding,KG
1542,1214109000,기타,Other,KG
1543,1214901000,사료용 뿌리채소류,Fodder roots,KG
1544,12149090,기타,Other,
1545,121490901,루우산(lucerne)(알팔파)의 베일(bale),Lucerne (alfalfa) bale,
1546,1214909011,사료용,For feeding,KG
1547,1214909019,기타,Other,KG
1548,1214909090,기타,Other,KG
1549,1301200000,아라비아 검,Gum Arabic,KG
1550,1301901000,올레오레진(oleoresin),Oleoresins,KG
1551,13019020,락(lac),Lac,
1552,1301902010,쉘락(shellac),Shellac,KG
1553,1301902090,기타,Other,KG
1554,1301909000,기타,Other,KG
1555,1302110000,아편,Opium,KG
1556,1302120000,감초로 만든 것,Of liquorice,KG
1557,1302130000,홉(hop)으로 만든 것,Of hops,KG
1558,1302140000,마황(麻黃)으로 만든 것,Of ephedra,KG
1559,1302191,인삼의 수액과 추출물(extract),Saps and extracts of ginseng,
1560,13021911,백삼의 것,Of white ginseng,
1561,1302191110,인삼 추출물(extract),White ginseng extract,KG
1562,1302191120,인삼 추출물(extract) 가루,White ginseng extract powder,KG
1563,1302191190,기타,Other,KG
1564,13021912,홍삼의 것,Of red ginseng,
1565,1302191210,홍삼 추출물(extract),Red ginseng extract,KG
1566,1302191220,홍삼 추출물(extract) 가루,Red ginseng extract powder,KG
1567,1302191290,기타,Other,KG
1568,1302191900,기타,Other,KG
1569,1302192000,캐슈너트 쉘액(cashew nut shell liquid),Cashew nut shell liquid,KG
1570,1302193000,생칠(生漆),Natural lacquer,KG
1571,13021990,기타,Other,
1572,1302199010,알로에 수액과 추출물(extract),Saps and extracts of aloes,KG
1573,1302199020,콜라 추출물(extract),Cola extract,KG
1574,130219903,제1211호의 추출물,Extracts of heading 12.11,
1575,1302199031,당귀(當歸) 추출물,"Angelicae Gigantis Radix Extract (Angelica gigas, Angelica acutiloba)",KG
1576,1302199032,오미자(五味子) 추출물,Schisandrae Fructus Extract (Schisandra chinensis),KG
1577,1302199033,작약(芍藥) 추출물,"Paeoniae Radix Extract (Paeonia lactiflora, Paeonia japonica, Paeonia obovata)",KG
1578,1302199034,천궁(川芎) 추출물,"Cnidii Rhizoma Extract (Cnidium officinale, Ligusticum chuanxiong)",KG
1579,1302199035,황기(黃芪) 추출물,"Astragali Radix Extract (Astragalus membranaceus, Astragalus mongholicus)",KG
1580,1302199039,기타,Other,KG
1581,130219909,기타,Other,
1582,1302199091,바닐라 올레오레진이나 바닐라 추출물(extract),Vanilla oleoresin or vanilla extract,KG
1583,1302199099,기타,Other,KG
1584,1302200000,펙틴질ㆍ펙티닝산염(pectinate)과 펙틴산염(pectate),"Pectic substances, pectinates and pectates",KG
1585,1302311000,실 한천,Agar-agar in stripe form,KG
1586,1302312000,가루 한천,"Agar-agar, powdered",KG
1587,1302319000,기타,Other,KG
1588,1302320000,로커스트콩(locust bean)ㆍ로커스트콩(locust bean)의 씨나 구아(guar)의 씨로부터 얻은 점질물과 시커너(thickener)(변성 가공했는지에 상관없다),"Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds",KG
1589,1302390000,기타,Other,KG
1590,1401102000,청환죽(靑丸竹),Raw bamboos,KG
1591,1401109000,기타,Other,KG
1592,1401200000,등나무,Rattans,KG
1593,1401900000,기타,Other,KG
1594,1404200000,면(綿) 린터(linter),Cotton linters,KG
1595,1404901000,조각용 종자ㆍ껍질ㆍ너트(예: 상아야자),"Hard seeds, pips, hulls and nuts, of a kind used for carving (for example, corozo)",KG
1596,14049020,나무껍질,Bark of tree,
1597,1404902010,닥나무나 꾸지나무(paper mulberry) 껍질,Bark of paper mulberry,KG
1598,1404902090,기타,Other,KG
1599,14049030,식품포장용으로 사용되는 식물의 잎,Foliage of plants used for food wrapping,
1600,1404903010,떡갈잎,Leaves of quercus dentata,KG
1601,1404903020,청미래덩굴잎,Leaves of smilax china,KG
1602,1404903090,기타,Other,KG
1603,1404904000,충전용으로 주로 사용되는 식물성 재료[예: 케이폭(kapok)ㆍ식물성 헤어ㆍ거머리말][층상(層狀)으로 한 것인지 또는 지지물을 사용했는지에 상관없다],"Vegetable materials of a kind used primarily as stuffing or as padding (for example, kapok, vegetable hair and eel-grass), whether or not put up as a layer with or without supporting material",KG
1604,1404905000,비나 브러시를 만드는 데 주로 사용되는 식물성 재료[예: 수수류ㆍ피아사바(piassava)ㆍ카우치 그라스(couch-grass)ㆍ이스틸리(istle)](다발이나 꾸러미 상태인지에 상관없다),"Vegetable materials of a kind used primarily in brooms or in brushes(for example, broomcorn, piassava, couch-grass and istle), whether or not in hanks or bundles",KG
1605,14049060,염색용ㆍ유연용으로 주로 사용되는 식물성 원료,Raw vegetable materials of a kind used primarily in dyeing or tanning,
1606,1404906010,오배자(五倍子),Gall nuts,KG
1607,1404906020,아몬드 껍질(almond hull),Almond hulls,KG
1608,1404906090,기타,Other,KG
1609,1404909000,기타,Other,KG
1610,1501101000,산가(酸價)가 1 이하인 것,Of an acid value not exceeding 1,KG
1611,1501109000,기타,Other,KG
1612,1501200000,그 밖의 돼지의 지방,Other pig fat,KG
1613,1501900000,기타,Other,KG
1614,15021010,소의 것,Beef tallow,
1615,1502101010,산가(酸價)가 2 이하인 것,Of an acid value not exceeding 2,KG
1616,1502101090,기타,Other,KG
1617,1502109000,기타,Other,KG
1618,1502901000,소의 것,Of bovine animals,KG
1619,1502909000,기타,Other,KG
1620,1503002000,라드유(lard oil),Lard-oil,KG
1621,1503009000,기타,Other,KG
1622,1504101000,상어의 간유(肝油)와 그 분획물,Sharks' liver oil and its fractions,KG
1623,1504109000,기타,Other,KG
1624,1504200000,어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다],"Fats and oils and their fractions, of fish, other than liver oils.",KG
1625,1504301000,고래기름과 그 분획물,Whale oil and its fractions,KG
1626,1504309000,기타,Other,KG
1627,1505001000,가공하지 않은 울그리스(wool grease),"Wool grease, crude",KG
1628,1505009000,기타,Other,KG
1629,1506001000,우각유(neat's foot oil)와 그 분획물,Neat's foot oil and its fractions,KG
1630,1506009000,기타,Other,KG
1631,1507101000,식품용,For food ,KG
1632,1507102000,바이오디젤 제조용,For manufacturing biodiesel,KG
1633,1507109000,기타,Other,KG
1634,15079010,정제유(精製油),Refined oil,
1635,1507901010,식품용,For food ,KG
1636,1507901020,바이오디젤 제조용,For manufacturing biodiesel,KG
1637,1507901090,기타,Other,KG
1638,1507909000,기타,Other,KG
1639,1508100000,조유(粗油),Crude oil,KG
1640,1508901000,정제유(精製油),Refined oil,KG
1641,1508909000,기타,Other,KG
1642,1509200000,엑스트라 버진 올리브유,Extra virgin olive oil,KG
1643,1509300000,버진 올리브유,Virgin olive oil,KG
1644,1509400000,그 밖의 버진 올리브유,Other virgin olive oils,KG
1645,1509900000,기타,Other,KG
1646,1510100000,올리브 퍼미스 조유(粗油),Crude olive pomace oil,KG
1647,1510900000,기타,Other,KG
1648,1511100000,조유(粗油),Crude oil,KG
1649,1511901000,팜 올레인(palm olein),Palm olein,KG
1650,1511902000,팜 스테아린(palm stearin),Palm stearin,KG
1651,1511909000,기타,Other,KG
1652,1512111000,해바라기씨유,Sunflower-seed oil,KG
1653,1512112000,잇꽃유,Safflower oil,KG
1654,15121910,정제유(精製油),Refined oil,
1655,1512191010,해바라기씨유,Sunflower-seed oil,KG
1656,1512191020,잇꽃유,Safflower oil,KG
1657,15121990,기타,Other,
1658,1512199010,해바라기씨유,Sunflower-seed oil,KG
1659,1512199020,잇꽃유,Safflower oil,KG
1660,1512210000,조유(粗油)[고시폴(gossypol)을 제거했는지에 상관없다],"Crude oil, whether or not gossypol has been removed",KG
1661,1512291000,정제유(精製油),Refined oil,KG
1662,1512299000,기타,Other,KG
1663,1513110000,조유(粗油),Crude oil,KG
1664,1513191000,정제유(精製油),Refined oil,KG
1665,1513199000,기타,Other,KG
1666,1513211000,팜핵유(palm kernel oil),Palm kernel oil,KG
1667,1513212000,바바수유(babassu oil),Babassu oil,KG
1668,15132910,정제유(精製油),Refined oil,
1669,1513291010,팜핵유(palm kernel oil),Palm kernel oil,KG
1670,1513291020,바바수유(babassu oil),Babassu oil,KG
1671,1513299000,기타,Other,KG
1672,1514110000,조유(粗油),Crude oil,KG
1673,1514191000,정제유(精製油),Refined oil,KG
1674,1514199000,기타,Other,KG
1675,1514911000,"그 밖의 유채유(rape oil, colza oil)",Other Rape oil or colza oil ,KG
1676,1514912000,겨자유,Mustard oil,KG
1677,15149910,정제유(精製油),Refined oil,
1678,1514991010,"그 밖의 유채유(rape oil, colza oil)",Other Rape oil or colza oil ,KG
1679,1514991020,겨자유,Mustard oil,KG
1680,1514999000,기타,Other,KG
1681,1515110000,조유(粗油),Crude oil,KG
